1.0.1	pṛthvī [17: jsjsylg]
1.5.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.67	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.5.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.73	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.5.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.78	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
1.5.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.91	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.5.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.105	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.5.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.108	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.5.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.115	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
1.5.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.118	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.120	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
1.5.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.124	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.137	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.5.140	mālinī [15: nnmyy]
1.5.141	vasantatilakā [14: tBjjgg]
1.6.1	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
1.6.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.4	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.8	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.12	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.16	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.20	anuṣṭubh (1,2: asamīcīna, 3,4: na-vipulā)
1.6.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.24	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.6.25	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.33	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.47	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
1.6.48	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.55	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.65	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.6.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.67	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.73	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.86	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.89	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.91	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.93	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.94	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.6.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.96	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.101	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.105	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.110	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.111	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.112	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.113	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.118	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.119	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.124	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.125	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.130	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.135	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.6.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.137	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.6.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.140	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.141	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.6.142	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.144	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.145	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.146	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.147	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.149	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.150	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.151	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.153	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.154	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.155	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.156	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.157	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
1.6.158	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.159	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.160	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.161	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.162	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.163	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.164	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.6.165	mālinī [15: nnmyy]
1.6.166	vasantatilakā [14: tBjjgg]
1.6.167	śārdūlavikrīḍitā [19: msjsttg]
1.7.1	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.2	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.4	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.8	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.7.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.16	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
1.7.17	anuṣṭubh (1,2: bha-vipulā, 3,4: ma-vipulā)
1.7.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.19	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
1.7.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.24	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.26	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.33	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.34	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.35	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.36	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.37	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.40	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.41	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.42	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.45	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.46	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.48	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.52	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.53	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.56	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.58	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
1.7.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.60	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.64	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.66	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
1.7.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.68	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.71	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.72	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.79	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.82	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.86	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.87	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.88	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
1.7.89	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
1.7.90	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
1.7.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.93	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.95	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
1.7.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.105	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
1.7.111	vasantatilakā [14: tBjjgg]
1.7.112	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
1.7.113	vasantatilakā [14: tBjjgg]
1.8.1	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
